entry_id,surname,position_order,position_raw,year_first_mentioned,place_mentioned,occupation_categories
L1912-01268,GILBERT,1,"commis à Tunis, 1901, à Sousse, 1902-04, ù. Bizerle, 1.904, et Tunis. Anc. très. adj. de l'Association Amicale des employés de l'Office Postal, anc. v.-prés. et ad. secr. de la société «La Marne». A collaboré k des recherches archéologique en Tunisie dans la région d'El-Djem.",1901,Tunis,administration
L1912-01273,GIRARD,1,"commis des Postes et Télégraphes en France, 1S99",,,administration
L1912-01273,GIRARD,2,"commis des Postes à Tunis, rédacteur à la Direction de l'Office, souschef de section a la même Direction (exploitation électrique), chef, de section au même service, chef de section à la même Direction (comptabilité générale et colis postaux). 1907. Cours d'exploitation électrique à l'Office postal",1907,Tunis,military;administration
L1912-01273,GIRARD,3,"préparation des candidats aux examens de commis dirigeant, de chef de section et de receveur de bureau principal.",,,administration
L1912-01275,GIROU,1,"directeur du «Travailleur Africain », revue illustrée des mines ■ et industries",,,mining
L1912-01275,GIROU,2,"rédacteur à «la Tunisie Française», quotidienne",,,
L1912-01275,GIROU,3,"rédacteur - correspondant de «la Dépêche Sfaxienne», quotidienne. Ancien directeur du «FrancParleur», organe radical-socialiste, hebbomadaire et du «Franc-Tireur». Môdail-"" le d'or pour «le Travailleur» à l'Exposition Coloniale de Marseille 1906.",1906,,
L1912-01277,GIROZ,1,"Dessinateur, industriel, conducteur de travaux de chemins de fer",,,industry_crafts;transport_maritime
L1912-01277,GIROZ,2,"actuellement ingénieur chef du service des installations à la Compagnie des Phosphates de Gafsa, à Metlaoui. TUAVAUX : Montage et lançage ^ .DUS les tabliers métalliques de la ligne MellaouiRedeyeff",,Metlaoui,engineering_architecture;mining
L1912-01277,GIROZ,3,installation des usines de séchage mécanique pour phosphate de la station centrale électrique aux mines de Metlaoui.,,,industry_crafts;mining
L1912-01278,GISTUCCI,1,avocat au barreau de Sousse (1 Imars 1897-30 août 1904),1897,,justice_law
L1912-01278,GISTUCCI,2,bâtonnier de l'Ordre durant les trois der- niôres années de barreau,,,
L1912-01278,GISTUCCI,3,juge de paix suppléant à Sfax (1.6 mars),,Sfax,justice_law
L1912-01278,GISTUCCI,4,"juge de paix titulaire à Kairouan jusqu'en janvier 1.909. Plaide dans l'affaire De Mores, pour un des accusés. Conférence sur Victor Hugo au théâtre de Sousse, lors des fêtes du centenaire.",,Kairouan,justice_law
L1912-01297,GOYET,1,"Administration des Finances (1"" janv. 1898 au 30 oct. 1902)",1898,,
L1912-01297,GOYET,2,"à la Recette municipale depuis le 1"" janv. 1902. Anc. prés, du Club. Athlétique de Tunis. Trois campagnes.",1902,,
L1912-01306,GRENOUILLEAU,1,"attaché au Parquet de Clermont-Ferrand, avocat à Loches et à Clermont.",,Loches,justice_law
L1912-01307,GRENY,1,che! du contentieux dans une grande maison de construction,,,
L1912-01307,GRENY,2,"expert près les tribunaux. V.- prés. de la société «Les Enfants du Centre». Collaboration à des travaux importants, tels que : manufactures de porcelaines, de chaussures, etc.",,,industry_crafts
L1912-01307,GRENY,3,chapelle (avec crypte) des Jésuites à Limoges,,Limoges,
L1912-01307,GRENY,4,château gothique k Lambertye (Dordogne),,,
L1912-01307,GRENY,5,château composite au Vigon (H.-Vienne),,,
L1912-01307,GRENY,6,"théâtre de Tunis et annexes, la rue Léon-Roches, à, Tunis.",,,
L1912-01309,GRESSE,1,"instituteur au collège Alaoui, à Bizer'te,Teboursouk, Medjezel-Bab et Zaghouan. Prés, de l'Amicale de l'Enseignement nrimairp.. 1906: délégué au Conseil de l'Instruction publique, 1907",1906,Bizer'te,education_science
L1912-01309,GRESSE,2,secrétaire du groupe tunisois de la Mission laïque. Collaboration active au Bulletin de l'Amicale primaire,,,
L1912-01309,GRESSE,3,projet de service sanitaire scolaire,,,
L1912-01309,GRESSE,4,rapport sur la collaboration de l'école au reboisement de la Régence,,,
L1912-01309,GRESSE,5,projet de propagande coloniale par l'école. Deux médailles d'or et une médaille d'argent aux Expositions de Tunis el Marseille. Lauréat de la Ligue de l'Enseignement.,,,
L1912-01314,GROSS,1,"commis, vérificateur et receveur des Douanes"". Trois campagnes militaires.",,,administration
L1912-01338,GUIOT,1,Avocat,,,justice_law
L1912-01338,GUIOT,2,suppléant rétribué à Saïda. 29 mars 1894,1894,Saïda,
L1912-01338,GUIOT,3,"juge de paix à. Saint-Clond, 9 mal 1S96",,,justice_law
L1912-01338,GUIOT,4,"3' cl., août .1897",1897,,
L1912-01338,GUIOT,5,"supp. à Sousse et juge au tribunal mixte, 5 mai 1898",1898,Sousse,justice_law
L1912-01338,GUIOT,6,"juge rapporteur h Sousse, 3 juin 1899",1899,,justice_law
L1912-01338,GUIOT,7,"juge au tribunal mixte de Tunis,!"" mai 1903",1903,,justice_law
L1912-01338,GUIOT,8,"substitut à. Saint-Etienne, 14 sept. 1904",1904,,justice_law
L1912-01338,GUIOT,9,"à Amiens, 9 mars 1907.",1907,Amiens,
L1912-01349,HACKSPILL,1,dessinateur chef de district intérimaire et chef de district titulaire.,,,
L1912-01384,HANRIOT,1,"Surnuméraire, 187S",,,
L1912-01384,HANRIOT,2,"rédacteur ordinaire, 1880",1880,,
L1912-01384,HANRIOT,3,adinisible à l'Inspection générale. 1.882,,,military
L1912-01384,HANRIOT,4,"rédacteur principal, 1.891",,,
L1912-01384,HANRIOT,5,"sous-chef de bureau, 1S94",,,administration
L1912-01384,HANRIOT,6,"chef cie bureau, 1900",1900,,
L1912-01384,HANRIOT,7,"Administration centrale des Finances (Direction de la Dette inscrite et du Personnel). Membre de plusieurs sociétés professionnelles, amicales, ou mutuelles",,,
L1912-01384,HANRIOT,8,ancien administrateur. de l'Association des Employés de l'Administration centrale des Finances. Quelques publications économiques dans diverses revues. Cours- préparatoires au concours de rédacteur k l'Administration centrale des Finances,,,administration
L1912-01384,HANRIOT,9,"1892 à, 1897. Anc. secr. de la Commission extra-parlementaire de revision de la loi de 1.853 sur les pensions civiles, 1890-1891",1892,,
L1912-01384,HANRIOT,10,"anc. memb. de la Commission supérieure de classement, au Ministère de la Guerre, des sous-officiers candidats aux emplois civils, 1899 à 1906",1899,,military
L1912-01384,HANRIOT,11,"anc. memb. ou prés, de diverses commission au même ministère.",,,
L1912-01391,HASSAN,1,"capitaine de l'armée sanitaire turque el médecin à l'hôpital militaire de Smyrne. Membre du Cercle Tunisien. A publié une brochure sur «le diabète», rédigé en second le journal «Maternel.» el, en chef le journal «La. Foudre», en Grèce. Condamné poliliifi'i par le régime liainidien pour ses idées lib",,,medicine_health;military
L1912-01403,HENRY,1,Médecin de colonisation à Tozeur de 1900 à 1903,1900,Tozeur,medicine_health
L1912-01403,HENRY,2,"à Aïn-el-Asker depuis 1903 (poste créé). «Etude histologique de la fraction décrôtoire de l'épiclidyme chez les vertébrés supérieurs». Faculté de Nancy, 1900, prix de thèse. Vaccinations dans le Djerid. A publié : «Le Djerid",1903,Aïn-el-Asker,
L1912-01403,HENRY,3,"climatologie, notes médicales, etc.»",,,
L1912-01403,HENRY,4,"«Echomélie du genre hémimôle» (Soc. des Se. méd. de Tunis et Revue de médecine de l'Afrique du Nord, 1903)",1903,,medicine_health
L1912-01403,HENRY,5,"«le Collargol en thérapeutique», Tunis, 1903",1903,,
L1912-01403,HENRY,6,"«Les théories actuelles sur le paludisme» (Maloine, Paris)",,,
L1912-01403,HENRY,7,"«Le paludisme, conception officielle et conceptions dissidentes» (A. Maloine, Paris, 1908)",1908,,
L1912-01403,HENRY,8,"«Bourgeonnement muliaire dans Tostéosarcome» (Bibliographie anatomique, Nancy, 1908).",1908,,
L1912-01407,HERCULAIS,1,"garde-niarino (1770), souslieutenant au régiment d'Orléans-cavalerie (1772), capitaine au régiment de Chartres-dragons (1777). Dans l'Inde en 17S1, il fut nommé, le 25 avril 1787, major à la suite des troupes employées à Pondichéry et, de retour en Europe, quelque temps après, il passa avec :",1770,Pondichéry,military
L1912-01407,HERCULAIS,2,"utorisution au service de l'Espagne. Le 1"" juillet 1792, il fut nommé colonel du 2' régiment des grenadiers de la marine. Au commencement de la révolution, il devint chef de brigade des armées de la République dans le Finistère et fut chargé d'une mission auprès des puissances barbaresques. Cette mi",1792,Paris,military;administration;diplomacy;finance_banking
L1912-01427,HSIN,1,interprète au Service Topographique du 19 fév. 1894 au 19 fév. 1903.,1894,,administration
L1912-01431,HUGUENET,1,à l'état-major des subdivisions de Gronville et Saint - Malo,,,
L1912-01431,HUGUENET,2,du 13' corps d'armée,,,
L1912-01431,HUGUENET,3,"de la subdivision de Bône, du gouvernement militaire de Lyon, du gouvernement de la place forte de IDunkerque, des subdivisions de Caen, du Havre, de Falaise cl de l.isieux, du corps expéditionnaire de Chine, du 13° corps d'armée, de la Division d'occupation de Tunisie. S campagnes, dont 2 de guerre",,,
L1912-01435,HUMBERT,1,"receveur municipal à Monastir, rédacteur au secrétariat général du Gouvernement tunisien et receveur municipal à Sfax depuis mars 1894.",1894,Monastir,military;administration
L1912-01471,JACQUIER,1,"zouave, caporal, sergent rengagé et adjudant",,,military
L1912-01471,JACQUIER,2,"surveillant, puis économe à l'Ecole coloniale d'agriculture. Mention honorable du Ministre de l'Intérieur (dévouement incendie).",,,
L1912-01475,JAULMES,1,"agrégé de grammaire, profeseur aux lycées d'Annecy et de Tunis. Ancien vice-prés, de l'Amicale secondaire.",,,
L1912-01476,JEANGOLAS,1,"receveur au Bardo, à Béja, à Souk-el-Arba, à Gabès et à Bizerte. JEFNA. (V. Aïn-Jefna.)",,Béja,administration
L1912-01480,JOYEUX,1,"instituteur à Poitiers, à Saint-Sauvant, Loudun, Tunis, Teboursouk. Juifs. (V. Israélites.)",,Poitiers,education_science
L1912-01506,KHAIRALLAH,1,"instituteur à. l'annexe du Collège Alaoui, professeur au collège Sadiki, interprète au Tribunal mixte. Président de l'Association des Anciens Elèves du Collège Sadiki. Membre du Cercle tunisien.'",,,education_science;administration
L1912-01559,LACORRE,1,"institutrice à Evron (Mayenne), directrice de l'école primaire de Saint-Saturnin (Mayenne), institutrice à J'écoie ,'lules-Ferry.' à Tunis, directrice de l'école primaire supérieure de Sfax. Prés, de la. Société de 'Toulouse : «La nationale Universitaire». Médaille d'argent à l'Exposition coloniale ",,Evron,education_science
L1912-01560,LACORRE,1,"instituteur à Bizerte, à Mactar, directeur d'école, receveur des Postes à Mactar, Djemmal, Mateur, instituteur au collège Alaoui, à l'école franco-arabe de Sfax, directeur d'école à Bizerte. V.-prés. du Comité de l'Assistance Mutuelle Tunisienne à Bizerte",,Bizerte,education_science;administration
L1912-01560,LACORRE,2,v.-prés. de la Société de Bienfaisance de Bizerte,,,
L1912-01560,LACORRE,3,délégué du Touring-Club de France.,,,
L1912-01561,LACROIX,1,chef de gare à Valence et à Lyon,,Valence,transport_maritime
L1912-01561,LACROIX,2,"inspecteur au B.-G. à Bône, SoukAhras, Tunis et Souk-Ahras. Médaille d'or à. l'Exposition coloniale de Marseille. Lieutenant à la 2° section technique de chemins de fer de campagne jusqu'au moment de son passage en Algérie.",,Bône,military;administration;transport_maritime
L1912-01566,LAFFORGUE,1,"répétiteur au Lycée Carnot .(1899-1900), rédacteur au Gouvernement Tunisien (1900-1905), rédacteur adjoint au Directeur des Services administratifs de la Municipalité de Tunis (1905-1906), professeur de lettres à l'école professionnelle Emile-- Loubet. A publié «l'Epopée de Carthage», en collaborati",1899,,education_science
L1912-01567,LAFITTE,1,"imprimeur a lïjzerie, uirecieur uu «relit Bizerlin», rédacteur en chef de «la Dépêche Tunisienne »', chef de l'Office du Travail à Tunis. Ane. prés, d'honn. du Cercle de la Ligue de l'Enseignement à Bizerte, anc. commiss. de la Société française de Bienfaisance de Tunis",,Tunis,industry_crafts;press_letters_arts
L1912-01567,LAFITTE,2,"anc. vice-prés, du Syndicat de la Presse tunisienne. A PUKLIÉ : (d'Epopée de Carthage» (en vers). Ancien conseiller municipal et d'arrondissement dé Toulouse",,,politics_native_admin
L1912-01567,LAFITTE,3,ancien représentant de Bizerte à la. Conférence Consultative. Médaille de bronze à l'Exposition de Liège,,,politics_native_admin;diplomacy
L1912-01567,LAFITTE,4,médaille d'argent à i'Exposition de Marseille.,,,
L1912-01570,LAGRANGE,1,"receveur de l'Enregistrement dans la Métropole, sousinspecteur de l'Enregistrement, souschef de bureau à la Direction générale des Finances tunisiennes:",,,military;administration
L1912-01573,LAKBEGHE,1,Secrétaire-interprète à l'Administration des Habous et chef du bureau des renseignements de ladite administration,,,administration
L1912-01573,LAKBEGHE,2,"membre du comité de surveillance des infirmeries indigènes de Bizerte et Mateur, membre fondateur de la société musulmane cie bienfaisance de Bizerte, membre de l'Association, des Anciens Elèves du Collège Sadiki",,,
L1912-01573,LAKBEGHE,3,membre sociétaire de la Caisse locale du Crédit agricole mutuel de la. région de Mateur.,,,
L1912-01574,LAKHOUA,1,"se•'orétaire-interprète des contrôles civils du Kef et de Grombalia, khalifat de 1"" classe à Enfidaville, à""Mahdia, caïd des Oulad-bou-Salem et des Chihia à Souk-el-Khemis, président de la commission de voirie de Souk-el-Khemis.",,Enfidaville,administration;politics_native_admin
L1912-01577,LALLIERMONET,1,expéditionnaire dans les greffes des justices de paix d'Orléansville et de Miliana (de juin 1863 à août 1870),1863,,
L1912-01577,LALLIERMONET,2,"Sous-lieutenant en premier de la milice mobile en 1870, à Miliana",1870,Miliana,military
L1912-01577,LALLIERMONET,3,"a renoncé, le 28 septembre 1.870, à son grade pour s'engager au 1"" régiment de tirailleurs. Nommé caporal le 2 octobre, il est dirigé sur Orléans. Près de SainfAignan, il arrête deux Prussiens, dont un officier, déguisés en mobiles, et les l'ait prisonnniers. A fait l'objet, en décembre 1870, d'une ",1870,,
L1912-01577,LALLIERMONET,4,"réformé comme sergent-fourrier, il obtient, le 19 juin 1872, par congé de réforme n° 1, pour blessures et infirmités contractées pendant le service, une gratification renouvelable de 205 francs à laquelle il renonce en faveur de la libération du territoire. Courtier assermenté et arbitre-expert près",1872,Bizerte,justice_law;politics_native_admin;commerce
L1912-01577,LALLIERMONET,5,"enfin, depuis 1909, commissaire-priseur, également à Tunis. Fondateur et membre de la section b'iidéenne de la Ligue de l'Enseignement (1874)",1909,Tunis,
L1912-01577,LALLIERMONET,6,présid. de la Société Ouvrière de secours mutuels « l'Union » (1886-1888),1886,,
L1912-01577,LALLIERMONET,7,"prés, d'honneur à vie de cette société depuis 1.888",,,
L1912-01577,LALLIERMONET,8,fondateur du journal « Les Petites Affiches du département de Constantine» et du premier musée commercial d'Algérie (1886),1886,,
L1912-01577,LALLIERMONET,9,"délégué général à vie de la Société des Sauveteurs, fondée par lui",,,military
L1912-01577,LALLIERMONET,10,administrateur et ordonnateur du bureau de bienfaisance,,,administration
L1912-01577,LALLIERMONET,11,vice-consul du Pérou (1886-1902),1886,,diplomacy
L1912-01577,LALLIERMONET,12,"membre correspondant du 3' Congrès national de la Mutualité, tenu à Paris en 18S9, et un de ses secrétaires",,Paris,
L1912-01577,LALLIERMONET,13,membre fondateur et président d'honneur de la Société des Anciens militaires,,,
L1912-01577,LALLIERMONET,14,v.-prés. d'honn. de la Compagnie des Sauveteurs du Rhône (1896),1896,,
L1912-01577,LALLIERMONET,15,"membre de la. Société des Volontaires de 1.870-7:1, créée en 1.872",,,
L1912-01577,LALLIERMONET,16,fondateur du groupe philippevillois des combattants de 1870-71 (1896),1870,,
L1912-01577,LALLIERMONET,17,"memb. fond, et v.-prés. de la Section cïu «Souvenir Français»",,,
L1912-01577,LALLIERMONET,18,"fondât, de la Section de Vétérans de 1870-71 de Pliilippeville",1870,,
L1912-01577,LALLIERMONET,19,"fondateur de la Société des Vétérans (section de Bizerte, 1902)",1902,,
L1912-01577,LALLIERMONET,20,"v.-prés. actif de la Ligue de l'Enseignement, cercle de Bizerte (1.902)",,,
L1912-01577,LALLIERMONET,21,nommé par le Comité central de Paris délégué de la. Société le «Souvenir français» pour la région de Bizerte (1902),1902,,
L1912-01577,LALLIERMONET,22,"membre fond, et v.-prés. cl'honn. du Cercle bi/.erlin de la Ligue de l'Enseignement",,,
L1912-01577,LALLIERMONET,23,"prés, d'honn. de la Société des Vétérans des Armées de Terre et de Mer",,,
