source,target,edge_type,role,weight,tie_source,resolution,page,page_url
L1912-00099,ORG:societe musulmane de bienfaisance a bizerte,affiliation,vice_president,1,person_entry_statement,resolved,12,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f36.item
L1912-00104,ORG:ecole francaise de rome,affiliation,member,1,person_entry_statement,resolved,12,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f36.item
L1912-00105,ORG:tribunal mixte a tunis,affiliation,vice_president,1,person_entry_statement,resolved,14,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f38.item
L1912-00120,L1912-00146,affiliation,honorary_president,1,person_entry_statement,resolved,26,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f50.item
L1912-00129,ORG:municipalite cle bizerte,affiliation,delegate,1,person_entry_statement,resolved,31,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f55.item
L1912-00130,L1912-00721,affiliation,member,1,person_entry_statement,resolved,31,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f55.item
L1912-00130,ORG:association francaise de chirurgie,affiliation,founder,1,person_entry_statement,resolved,31,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f55.item
L1912-00134,ORG:comites de socieles diverses,affiliation,member,1,person_entry_statement,resolved,32,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f56.item
L1912-00171,L1912-00721,affiliation,member,1,person_entry_statement,resolved,39,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f63.item
L1912-00172,L1912-00581,affiliation,president,1,person_entry_statement,resolved,40,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f64.item
L1912-00172,ORG:comite d hivernage de tunis et cle la tunisie,affiliation,vice_president,1,person_entry_statement,resolved,40,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f64.item
L1912-00172,ORG:compagnie des thermes et clu domaine de korbous,affiliation,director,1,person_entry_statement,resolved,40,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f64.item
L1912-00172,ORG:compagnie des phosphates a ain taga et bou gamouche,affiliation,president,1,person_entry_statement,resolved,40,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f64.item
L1912-00173,ORG:section tunisienne de la ligue des droits de l homme et du citoyen,affiliation,member,1,person_entry_statement,resolved,40,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f64.item
L1912-00178,ORG:association amicale des anciens eleves du college alaoui cle tunis,affiliation,president,1,person_entry_statement,resolved,40,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f64.item
L1912-00186,ORG:sainthubert club,affiliation,member,1,person_entry_statement,resolved,41,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f65.item
L1912-00191,ORG:chambre de commerce do tunis,affiliation,president,1,person_entry_statement,resolved,42,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f66.item
L1912-00191,ORG:compagnie du port,affiliation,delegate,1,person_entry_statement,resolved,42,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f66.item
L1912-00191,ORG:municipalite,affiliation,vice_president,1,person_entry_statement,resolved,42,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f66.item
L1912-00193,ORG:fernie ecole de djedeida,affiliation,director,1,person_entry_statement,resolved,43,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f67.item
L1912-00207,ORG:conseil de perfectionnement du college sadiki,affiliation,member,1,person_entry_statement,resolved,45,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f69.item
L1912-00207,ORG:comite de la khaldounia,affiliation,member,1,person_entry_statement,resolved,45,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f69.item
L1912-00207,ORG:association amicale des anciens eleves du college alaoui cle tunis,affiliation,treasurer,1,person_entry_statement,resolved,45,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f69.item
L1912-00217,ORG:assistance mutuefle entre les fonctionnaires cle l enseignement cle,affiliation,treasurer,1,person_entry_statement,resolved,46,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f70.item
L1912-00217,ORG:comite local cle l orphelinat de l enseignement primaire,affiliation,president,1,person_entry_statement,resolved,46,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f70.item
L1912-00228,ORG:societe de gymnastique,affiliation,president,1,person_entry_statement,resolved,48,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f72.item
L1912-00228,L1912-00582,affiliation,member,1,person_entry_statement,resolved,48,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f72.item
L1912-00229,ORG:materiel et de la construction an sous secretariat des postes et telegr,affiliation,director,1,person_entry_statement,resolved,48,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f72.item
L1912-00231,L1912-00721,affiliation,member,1,person_entry_statement,resolved,48,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f72.item
L1912-00231,ORG:chambre mixte du sud,affiliation,member,1,person_entry_statement,resolved,48,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f72.item
L1912-00235,ORG:parquet a tunis,affiliation,secretary,1,person_entry_statement,resolved,49,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f73.item
L1912-00238,ORG:conseil du proletaire prevoyant a tunis,affiliation,member,1,person_entry_statement,resolved,49,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f73.item
L1912-00238,ORG:commission de voirie a thala,affiliation,member,1,person_entry_statement,resolved,49,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f73.item
L1912-00239,ORG:conseil d administraton du syndicat professionnel des hommes d affaires,affiliation,member,1,person_entry_statement,resolved,49,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f73.item
L1912-00247,ORG:sanle et de l hygiene publique de la regence de tunis,affiliation,director,1,person_entry_statement,resolved,50,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f74.item
L1912-00248,ORG:administration des forets d oliviers du nord de la regence,affiliation,director,1,person_entry_statement,resolved,50,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f74.item
L1912-00259,ORG:ligue de l enseignement,affiliation,secretary_general,1,person_entry_statement,resolved,51,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f75.item
L1912-00267,ORG:gouvernement pres la caisse de bienfaisance israelite,affiliation,member,1,person_entry_statement,resolved,52,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f76.item
L1912-00271,ORG:conseil d administration de la societe israelite de secours matrimoniau,affiliation,member,1,person_entry_statement,resolved,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item
L1912-00274,ORG:conference consultative de 1s94 a 1905,affiliation,member,1,person_entry_statement,resolved,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item
L1912-00274,ORG:societe d exploitation des phosphates cle kalaa djerda,affiliation,founder,1,person_entry_statement,resolved,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item
L1912-00281,ORG:amicale de l eniseignement primaire,affiliation,secretary,1,person_entry_statement,resolved,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item
L1912-00281,ORG:societe,affiliation,president,1,person_entry_statement,resolved,53,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f77.item
L1912-00306,ORG:conseil d administration de la societe de bienfaisance italienne de m u,affiliation,vice_president,1,person_entry_statement,resolved,55,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f79.item
L1912-00307,ORG:societe de gymnastique,affiliation,vice_president,1,person_entry_statement,resolved,55,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f79.item
L1912-00307,ORG:societe des anciens eleves des ecoles italiennes de tunis,affiliation,vice_president,1,person_entry_statement,resolved,55,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f79.item
L1912-00308,ORG:comite local cle l orphelinat de l enseignement primaire,affiliation,president,1,person_entry_statement,resolved,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item
L1912-00309,ORG:services judiciaires au gouvernement tunisien,affiliation,director,1,person_entry_statement,resolved,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item
L1912-00309,ORG:tribunal mixte a tunis,affiliation,president,1,person_entry_statement,resolved,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item
L1912-00309,ORG:tribunal de tunis,affiliation,president,1,person_entry_statement,resolved,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item
L1912-00309,ORG:alliance francaise a tunis,affiliation,president,1,person_entry_statement,resolved,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item
L1912-00311,ORG:amical des travaux publics,affiliation,vice_president,1,person_entry_statement,resolved,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item
L1912-00311,ORG:comite tunisien cle la ligue maritime francaise,affiliation,member,1,person_entry_statement,resolved,56,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f80.item
L1912-00319,ORG:laboratoire cle chimie agricole et industrielle,affiliation,director,1,person_entry_statement,resolved,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item
L1912-00319,L1912-00149,affiliation,president,1,person_entry_statement,resolved,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item
L1912-00319,ORG:groupe cle l afrique du nord des anciens eleves de l ecole des alines d,affiliation,president,1,person_entry_statement,resolved,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item
L1912-00319,ORG:cercle tunisien de la ligue de l enseignement,affiliation,president,1,person_entry_statement,resolved,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item
L1912-00319,ORG:societe tunisienne des habitations a bon marche,affiliation,honorary_president,1,person_entry_statement,resolved,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item
L1912-00319,ORG:socieles d anthropologie de paris,affiliation,member,1,person_entry_statement,resolved,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item
L1912-00319,L1912-01459,affiliation,honorary_president,1,person_entry_statement,resolved,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item
L1912-00320,ORG:cercle de alahdia de la ligue,affiliation,president,1,person_entry_statement,resolved,58,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f82.item
L1912-00320,ORG:cercle de l union francaise et v,affiliation,vice_president,1,person_entry_statement,resolved,58,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f82.item
L1912-00323,ORG:societe des aiefiers de constructions mecaniques de tunisie,affiliation,director,1,person_entry_statement,resolved,59,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f83.item
L1912-00323,ORG:compagnie electrique cle bizerle,affiliation,delegate,1,person_entry_statement,resolved,59,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f83.item
L1912-00323,ORG:societe generale electrique tunisienne,affiliation,director,1,person_entry_statement,resolved,59,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f83.item
L1912-00323,ORG:chambre de commerce,affiliation,secretary,1,person_entry_statement,resolved,59,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f83.item
L1912-00342,ORG:societe cle bienfaisance,affiliation,vice_president,1,person_entry_statement,resolved,61,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f85.item
L1912-00342,ORG:ligne de l enseignement et de la ligue des droits de l homme et du cito,affiliation,vice_president,1,person_entry_statement,resolved,61,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f85.item
L1912-00342,ORG:societe des ingenieurs coloniaux,affiliation,member,1,person_entry_statement,resolved,61,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f85.item
L1912-00343,ORG:ligue de l enseignement,affiliation,president,1,person_entry_statement,resolved,61,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f85.item
L1912-00347,ORG:societe francaise de l elevage cle l autruche en algerie,affiliation,director,1,person_entry_statement,resolved,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
L1912-00347,ORG:bergerie nationale de moudjebeur en algerie,affiliation,director,1,person_entry_statement,resolved,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
L1912-00347,L1912-00721,affiliation,member,1,person_entry_statement,resolved,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
L1912-00347,ORG:chambre d agriculture,affiliation,member,1,person_entry_statement,resolved,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
L1912-00347,ORG:syndicat des viticulteurs,affiliation,vice_president,1,person_entry_statement,resolved,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
L1912-00347,L1912-00141,affiliation,vice_president,1,person_entry_statement,resolved,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
L1912-00347,ORG:caisse regionale de creditmutuel agricole,affiliation,director,1,person_entry_statement,resolved,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
L1912-00347,ORG:conseil d administration de la caisse regionale de credit mutuel agrico,affiliation,president,1,person_entry_statement,resolved,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item
L1912-00366,ORG:conseil,affiliation,president,1,person_entry_statement,resolved,65,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f89.item
L1912-00366,ORG:etat a l interieur,affiliation,secretary,1,person_entry_statement,resolved,65,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f89.item
L1912-00367,ORG:direction des antiquites et arts,affiliation,director,1,person_entry_statement,resolved,65,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f89.item
L1912-00380,ORG:comite cle la societe israelite d assistance fraternelle,affiliation,member,1,person_entry_statement,resolved,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item
L1912-00381,ORG:ecole pratique cle commerce cle punis,affiliation,director,1,person_entry_statement,resolved,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item
L1912-00381,ORG:societe academique de comptabilite cle paris,affiliation,delegate,1,person_entry_statement,resolved,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item
L1912-00381,ORG:societe philotechnique cle paris,affiliation,delegate,1,person_entry_statement,resolved,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item
L1912-00381,ORG:ligue francaise cle l enseignement,affiliation,member,1,person_entry_statement,resolved,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item
L1912-00385,ORG:tribunal civil de sousse,affiliation,president,1,person_entry_statement,resolved,68,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f92.item
L1912-00389,ORG:socieles de gymnastique,affiliation,director,1,person_entry_statement,resolved,68,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f92.item
L1912-00404,ORG:chambre mixte,affiliation,president,1,person_entry_statement,resolved,69,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f93.item
L1912-00405,ORG:societe fraternelle des anciens sous officiers cies armees cle terre,affiliation,vice_president,1,person_entry_statement,resolved,70,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f94.item
L1912-00415,ORG:societe,affiliation,president,1,person_entry_statement,resolved,71,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f95.item
L1912-00415,ORG:comite de la colonie agricole indigene d el ansarine,affiliation,member,1,person_entry_statement,resolved,71,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f95.item
L1912-00416,ORG:bibliotheque des sous officiers au 4 tirailleurs,affiliation,president,1,person_entry_statement,resolved,71,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f95.item
L1912-00424,L1912-00556,affiliation,vice_president,1,person_entry_statement,resolved,72,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f96.item
L1912-00430,ORG:syndical des representants i cle commerce francais,affiliation,vice_president,1,person_entry_statement,resolved,72,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f96.item
L1912-00432,L1912-00721,affiliation,member,1,person_entry_statement,resolved,73,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f97.item
L1912-00432,ORG:conseil d administration de diverses socieles locales,affiliation,member,1,person_entry_statement,resolved,73,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f97.item
L1912-00442,ORG:societe d apiculture,affiliation,member,1,person_entry_statement,resolved,74,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f98.item
L1912-00444,ORG:societe chorale,affiliation,founder,1,person_entry_statement,resolved,74,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f98.item
L1912-00444,ORG:societe des auteurs et compositeurs dramatiques,affiliation,member,1,person_entry_statement,resolved,74,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f98.item
L1912-00453,ORG:union des femmes de france,affiliation,secretary_general,1,person_entry_statement,resolved,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
L1912-00453,ORG:conseil d hygiene,affiliation,member,1,person_entry_statement,resolved,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
L1912-00453,ORG:societe d anatomie et de physiologie de bordeaux,affiliation,treasurer,1,person_entry_statement,resolved,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
L1912-00453,ORG:societe internationale des sciences medicales de tunis,affiliation,president,1,person_entry_statement,resolved,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
L1912-00453,ORG:section de beja des amis des arbres en tunisie,affiliation,president,1,person_entry_statement,resolved,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
L1912-00453,ORG:comite de la societe de geographie,affiliation,member,1,person_entry_statement,resolved,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
L1912-00453,ORG:societe nationale de chirurgie,affiliation,founder,1,person_entry_statement,resolved,75,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f99.item
L1912-00457,ORG:service de sante de la division d occupation cle tunisie,affiliation,director,1,person_entry_statement,resolved,76,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f100.item
L1912-00457,ORG:union republicaine de bab el oued,affiliation,honorary_president,1,person_entry_statement,resolved,76,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f100.item
