person_node,person_name,person_entry_id,resolution,organisation_node,organisation_name,role,tie_source,organisation_founded_year,page,page_url,evidence,organisation_name_raw
L1912-00319,BERTAINCHAND Ernest,L1912-00319,resolved,ORG:groupe cle l afrique du nord des anciens eleves de l ecole des alines d,Groupe cle l'Afrique du Nord des Anciens Elèves de l'Ecole des Alines d,president,person_entry_statement,,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item,"titre métropolitain le 1"" juillet 1908. Président du Groupe cle l'Afrique du Nord des Anciens Elèves de l'Ecole des Alines d'Alais. honorable de la Faculté de Médec",Groupe cle l'Afrique du Nord des Anciens Elèves de l'Ecole des Alines d
L1912-00319,BERTAINCHAND Ernest,L1912-00319,resolved,ORG:cercle tunisien de la ligue de l enseignement,Cercle tunisien de la Ligue de l'Enseignement,president,person_entry_statement,,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item,truction publique; fondateur et premier président du Cercle tunisien de la Ligue de l'Enseignement (1S91-94); président d'honneur de la Soc,Cercle tunisien de la Ligue de l'Enseignement
L1912-00319,BERTAINCHAND Ernest,L1912-00319,resolved,ORG:societe tunisienne des habitations a bon marche,Société tunisienne des Habitations à bon marché,honorary_president,person_entry_statement,,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item,e la Ligue de l'Enseignement (1S91-94); président d'honneur de la Société tunisienne des Habitations à bon marché; membre des Sociélés d'Anthropologie de,Société tunisienne des Habitations à bon marché
L1912-00319,BERTAINCHAND Ernest,L1912-00319,resolved,ORG:socieles d anthropologie de paris,Sociélés d'Anthropologie de Paris,member,person_entry_statement,,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item,"unisienne des Habitations à bon marché; membre des Sociélés d'Anthropologie de Paris, de Lyon, de Londres. TRAVAUX publicati",Sociélés d'Anthropologie de Paris
L1912-00319,BERTAINCHAND Ernest,L1912-00319,resolved,L1912-01457,Institut de Carthage,honorary_president,person_entry_statement,1893,57,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f81.item, «Revue Tunisienne» (17 volumes) ; vice-président d'honneur de l'Institut de Carthage; médaille de bronze en 1889 à l'Exposit,Institut de Carthage
L1912-00320,BERTIN Célestin,L1912-00320,resolved,ORG:cercle de alahdia de la ligue,Cercle de Alahdia de la Ligue,president,person_entry_statement,,58,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f82.item,"tte. Le Kef, Bizerle, Sfax, etc.) ; v.- président du Cercle de Alahdia de la Ligue .de 1 Enseignement; v.-prés. du Cercle d",Cercle de Alahdia de la Ligue
L1912-00320,BERTIN Célestin,L1912-00320,resolved,ORG:cercle de l union francaise et v,Cercle de l'Union Française et v,vice_president,person_entry_statement,,58,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f82.item,Alahdia de la Ligue .de 1 Enseignement; v.-prés. du Cercle de l'Union Française et v.-prés. de la Section tunisienne de l'Ar,Cercle de l'Union Française et v
L1912-00323,BERTRAND Joseph,L1912-00323,resolved,ORG:societe des aiefiers de constructions mecaniques de tunisie,Société des Aiefiers de Constructions mécaniques de Tunisie,director,person_entry_statement,,59,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f83.item, supérieures. SUCCESS' : administrateur directeur de la Société des Aiefiers de Constructions mécaniques de Tunisie ; administrateur-délégué cle la Compagni,Société des Aiefiers de Constructions mécaniques de Tunisie
L1912-00323,BERTRAND Joseph,L1912-00323,resolved,ORG:compagnie electrique cle bizerle,Compagnie Electrique cle Bizerle,delegate,person_entry_statement,,59,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f83.item,e Electrique cle Sousse; administrateur-délégué de la Compagnie Electrique cle Bizerle: administrateur de la Société Générale ,Compagnie Electrique cle Bizerle
L1912-00323,BERTRAND Joseph,L1912-00323,resolved,ORG:societe generale electrique tunisienne,Société Générale Electrique Tunisienne,director,person_entry_statement,,59,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f83.item,de la Compagnie Electrique cle Bizerle: administrateur de la Société Générale Electrique Tunisienne; ancien secrétaire de la Chambre de Com,Société Générale Electrique Tunisienne
L1912-00323,BERTRAND Joseph,L1912-00323,resolved,ORG:chambre de commerce,Chambre de Commerce,secretary,person_entry_statement,,59,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f83.item, Générale Electrique Tunisienne; ancien secrétaire de la Chambre de Commerce; 'membre cle la Conférence Consultative,Chambre de Commerce
L1912-00342,BIGNENS Lucien-Jules,L1912-00342,resolved,ORG:societe cle bienfaisance,Société cle Bienfaisance,vice_president,person_entry_statement,,61,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f85.item,"Tunisie. Prés, de l'Epargne Tunisienne; v.-prés. de la Société cle Bienfaisance; v.-prés. de la .Ligue dé l'Enseignemen",Société cle Bienfaisance
L1912-00342,BIGNENS Lucien-Jules,L1912-00342,resolved,ORG:ligne de l enseignement et de la ligue des droits de l homme et du cito,Ligne de l'Enseignement et de la Ligue des Droits de l'Homme et du Cito,vice_president,person_entry_statement,,61,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f85.item,.-prés. de la .Ligue dé l'Enseignement; v.-prés. des Droits de l'Homme; membre de la Société des Ingénieurs co,Droits de l'Homme
L1912-00342,BIGNENS Lucien-Jules,L1912-00342,resolved,ORG:societe des ingenieurs coloniaux,Société des Ingénieurs coloniaux,member,person_entry_statement,,61,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f85.item,nement; v.-prés. des Droits de l'Homme; membre de la Société des Ingénieurs coloniaux. Auteur d'un important projet relatif à,Société des Ingénieurs coloniaux
L1912-00343,BIGORRE Louis,L1912-00343,resolved,ORG:ligue de l enseignement,Ligue de l'Enseignement,president,person_entry_statement,,61,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f85.item,"v, 1898. Ancien élève du lycée d'Alger; président de la Ligue de l'Enseignement. A fait les campagnes du Sud-Oranais, S",Ligue de l'Enseignement
L1912-00347,BILLY Drausin,L1912-00347,resolved,ORG:societe francaise de l elevage cle l autruche en algerie,Société française de l'Elevage cle l'Autruche en Algérie,director,person_entry_statement,,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item,La Manouba. Mai 1891. SUCCESS' : ancien directeur de la Société française de l'Elevage cle l'Autruche en Algérie (18841886); ancien sous - directeur de l,Société française de l'Elevage cle l'Autruche en Algérie
L1912-00347,BILLY Drausin,L1912-00347,resolved,ORG:bergerie nationale de moudjebeur en algerie,Bergerie nationale de Moudjebeur en Algérie,director,person_entry_statement,,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item,he en Algérie (18841886); ancien sous - directeur de la Bergerie nationale de Moudjebeur en Algérie (1887 à 1890) ; membre de la Conférence ,Bergerie nationale de Moudjebeur en Algérie
L1912-00347,BILLY Drausin,L1912-00347,resolved,L1912-00721,Conférence Consultative,member,person_entry_statement,1891,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item,e Moudjebeur en Algérie (1887 à 1890) ; membre de la Conférence Consultative; membre de la Chambre d'Agriculture; v.,Conférence Consultative
L1912-00347,BILLY Drausin,L1912-00347,resolved,ORG:chambre d agriculture,Chambre d'Agriculture,member,person_entry_statement,,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item,; membre de la Conférence Consultative; membre de la Chambre d'Agriculture; v.-prés. du Syndicat des Viticulteurs;,Chambre d'Agriculture
L1912-00347,BILLY Drausin,L1912-00347,resolved,ORG:syndicat des viticulteurs,Syndicat des Viticulteurs,vice_president,person_entry_statement,,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item,ve; membre de la Chambre d'Agriculture; v.-prés. du Syndicat des Viticulteurs; vice-président de l'Association Agrico,Syndicat des Viticulteurs
L1912-00347,BILLY Drausin,L1912-00347,resolved,L1912-00141,Association Agricole de la Tunisie,vice_president,person_entry_statement,1907,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item, v.-prés. du Syndicat des Viticulteurs; vice-président de l'Association Agricole de la Tunisie; directeur de la Caisse régionale de Cr,Association Agricole de la Tunisie
L1912-00347,BILLY Drausin,L1912-00347,resolved,ORG:caisse regionale de creditmutuel agricole,Caisse régionale de Créditmutuel Agricole,director,person_entry_statement,,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item,e l'Association Agricole de la Tunisie; directeur de la Caisse régionale de Créditmutuel Agricole; président du Conseil d'administration ,Caisse régionale de Créditmutuel Agricole
L1912-00347,BILLY Drausin,L1912-00347,resolved,ORG:conseil d administration de la caisse regionale de credit mutuel agrico,Conseil d'administration de la Caisse régionale de Crédit mutuel Agrico,president,person_entry_statement,,62,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f86.item,sse régionale de Créditmutuel Agricole; président du Conseil d'administration de la Caisse régionale de Crédit mutuel Agricole du Nord d.j. la Régence. TRAVAUX : cr,Conseil d'administration de la Caisse régionale de Crédit mutuel Agrico
L1912-00366,BLANC Urbain,L1912-00366,resolved,ORG:conseil,Conseil,president,person_entry_statement,,65,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f89.item,. SUCCESS' : secrétaire particulier clu président du Conseil (1892); rédacteur au Alinistère de. l'In,Conseil
L1912-00366,BLANC Urbain,L1912-00366,resolved,ORG:etat a l interieur,Etat à l'Intérieur,secretary,person_entry_statement,,65,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f89.item,général (1905); chef du Cabinet du sous-secrétaire d'Etat à l'Intérieur (1806); chef de Cabinet de la Présidence,Etat à l'Intérieur
L1912-00367,BLANCHÈRÈ R. DU COUDRAY DE LA,L1912-00367,resolved,ORG:direction des antiquites et arts,Direction des Antiquités et Arts,director,person_entry_statement,,65,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f89.item,"BLANCHÈRÈ (R. DU COUDRAY DE LA). Ancien directeur des Antiquités et Arts en Tunisie. «Décédé au mois de juin 1896, M. de la",Antiquités et Arts en Tunisie
L1912-00380,BONAN Abraham,L1912-00380,resolved,ORG:comite cle la societe israelite d assistance fraternelle,Comité cle la Société israélite d'assistance fraternelle,member,person_entry_statement,,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item,cle la Société des Cuisines populaires; membre du Comité cle la Société israélite d'assistance fraternelle ; ancien médecin cle l'Asile des Vieilla,Comité cle la Société israélite d'assistance fraternelle
L1912-00381,BONAN Jules,L1912-00381,resolved,ORG:ecole pratique cle commerce cle punis,Ecole pratique cle Commerce cle 'Punis,director,person_entry_statement,,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item,". Professeur cle sciences commerciales, directeur de l'Ecole pratique cle Commerce cle 'Punis, directeur clu «Journal des Comptables»",Ecole pratique cle Commerce cle 'Punis
L1912-00381,BONAN Jules,L1912-00381,resolved,ORG:societe academique de comptabilite cle paris,Société académique de Comptabilité cle Paris,delegate,person_entry_statement,,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item,e professeur S. A. C. Expert comptable; délégué de la Société académique de Comptabilité cle Paris; délégué cle l'Association française po,Société académique de Comptabilité cle Paris
L1912-00381,BONAN Jules,L1912-00381,resolved,ORG:societe philotechnique cle paris,Société philotechnique cle Paris,delegate,person_entry_statement,,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item,e la Société des Sciences commerciales; délégué de la Société philotechnique cle Paris (reconnue d'utilité publique); membre de,Société philotechnique cle Paris
L1912-00381,BONAN Jules,L1912-00381,resolved,ORG:ligue francaise cle l enseignement,Ligue française cle l'Enseignement,member,person_entry_statement,,67,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f91.item,le Paris (reconnue d'utilité publique); membre de la Ligue française cle l'Enseignement. TRAVAUX:a publié: «Traité cle comptabi,Ligue française cle l'Enseignement
L1912-00385,BONNEFOND Louis - Alariei- HenriEdouard,L1912-00385,resolved,ORG:tribunal civil de sousse,Tribunal civil de Sousse,president,person_entry_statement,,68,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f92.item,"n-de-Maurienne (1886), à Sousse (1892); président du Tribunal civil de Sousse (1897).",Tribunal civil de Sousse
L1912-00389,BORDES Jean,L1912-00389,resolved,ORG:socieles de gymnastique,Sociélés de Gymnastique,director,person_entry_statement,,68,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f92.item," lycée Carnot de Tunis; de 1S94 à 1900, directeur des Sociélés de Gymnastique «L'Avant-Garde» et «l'Africaine». 1"" pri",Sociélés de Gymnastique
L1912-00404,BORTINO Jean-Baptiste,L1912-00404,resolved,ORG:chambre mixte,Chambre Mixte,president,person_entry_statement,,69,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f93.item,2. Elèvedistillateur de 1875-1882 ; viceprésident de la Chambre Mixte. Hors concours pour ses vins ; médaille,Chambre Mixte
L1912-00405,BOST Etienne-Augustin,L1912-00405,resolved,ORG:societe fraternelle des anciens sous officiers cies armees cle terre,Société fraternelle des Anciens Sous-Officiers cies armées cle terre,vice_president,person_entry_statement,,70,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f94.item,"cle Républicain de Bône (Algérie); anc. v.-prés. de la Société fraternelle des Anciens Sous-Officiers cies armées cle terre et de mer; prés, de l'Association amicale ",Société fraternelle des Anciens Sous-Officiers cies armées cle terre
L1912-00415,BOUCHET Léopold-Marius,L1912-00415,resolved,ORG:societe,Société,president,person_entry_statement,,71,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f95.item,"restaurant «A la Régence», à La Alarsa; président de la Société «Les Boulomanes», à La Alarsa; correspon",Société
L1912-00415,BOUCHET Léopold-Marius,L1912-00415,resolved,ORG:comite de la colonie agricole indigene d el ansarine,Comité de la Colonie agricole indigène d'El-Ansarine,member,person_entry_statement,,71,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f95.item,ité cle la Société des Amis des Arbres; membre du Comité de la Colonie agricole indigène d'El-Ansarine ; membre congressiste cle la Société cle,Comité de la Colonie agricole indigène d'El-Ansarine
L1912-00416,BOUDET Raymond - Bernard - PierreLouis,L1912-00416,resolved,ORG:bibliotheque des sous officiers au 4 tirailleurs,Bibliothèque des sous-officiers au 4* tirailleurs,president,person_entry_statement,,71,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f95.item,"s sousofficiers au 9"" cle ligne; ancien président de la Bibliothèque des sous-officiers au 4* tirailleurs. Adjudant de territoriale. Médaille d'a",Bibliothèque des sous-officiers au 4* tirailleurs
L1912-00424,BOUHAGEB Housseïn,L1912-00424,resolved,L1912-00556,Cercle Tunisien,vice_president,person_entry_statement,1908,72,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f96.item, de la Société sportive «La Musulmane»; v.-prés. du Cercle Tunisien;-membre-du Comité cle la Société musica,Cercle Tunisien
L1912-00430,BOULLIER Jules-Emile,L1912-00430,resolved,ORG:syndical des representants i cle commerce francais,Syndical des Représentants i cle commerce français,vice_president,person_entry_statement,,72,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f96.item," général cle la maison Binet, de Reims, v.-prés. du Syndical des Représentants i cle commerce français; membre correspondant cle la Chambre du",Syndical des Représentants i cle commerce français
